index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.004694088181182098,0.015585984007656274,-0.010891895826474176
1,-4,0.009282580048050808,0.017305844529335687,-0.008023264481284879
2,-3,0.003571221340487742,0.016572614266425173,-0.013001392925937431
3,-2,-0.0034680984321440356,0.013411580221897744,-0.01687967865404178
15,-1,0.0,0.0,0.0
4,0,-0.00010174388727013905,0.007136522535934418,-0.007238266423204557
5,1,0.009667006971135185,-0.04390774592900881,0.053574752900144
6,2,0.00081328273118583,0.010886472716315817,-0.010073189985129988
7,3,0.007946261550843995,-0.011082967650186609,0.019029229201030604
8,4,0.001220239554297282,-0.007287955343105544,0.008508194897402826
9,5,-0.002746512252421408,0.012555851600634813,-0.01530236385305622
10,6,0.009155819225063668,-0.02498387632041978,0.03413969554548345
11,7,-0.013732519011909654,-0.018096430898850255,0.004363911886940601
12,8,0.004371023910040661,-0.00882617370385616,0.013197197613896821
13,9,0.009156829262256538,-0.011390036044540546,0.020546865306797085
14,10,-0.00631428862409614,0.007353355079355204,-0.013667643703451342
