index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.09419398567824706,0.06547036118735362,0.02872362449089344
1,-4,0.18779882980350332,0.02242820980719983,0.16537061999630348
2,-3,0.2945173480585773,0.0657956716989842,0.22872167635959312
3,-2,0.3568177506435389,-0.014405702546839493,0.37122345319037836
15,-1,0.0,0.0,0.0
4,0,0.2687247837268033,-0.5896176570766832,0.8583424408034865
5,1,0.3348174578519671,-0.7291352390191065,1.0639526968710735
6,2,0.2892889968175875,-0.6296219736099162,0.9189109704275038
7,3,0.21596995929855514,-0.6233229098915926,0.8392928691901477
8,4,0.16982001876947098,-0.6185619445512374,0.7883819633207083
9,5,0.20152948859916808,-0.5794594906306606,0.7809889792298287
10,6,0.23481290922346207,-0.5754503802781821,0.8102632895016442
11,7,0.09595982581887053,-0.6088141387311209,0.7047739645499914
12,8,-0.004965371540722639,-0.6418603724159908,0.6368950008752682
13,9,0.04658405287373787,-0.5947442607197068,0.6413283135934447
14,10,0.05766556960162481,-0.5577046448817732,0.615370214483398
