index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.05256980876262818,-0.011412489585945275,0.06398229834857345
1,-4,0.07442218339880195,0.015158359085320079,0.05926382431348187
2,-3,0.09255338027117557,0.03177354810324072,0.06077983216793485
3,-2,0.10118998545178733,0.040433916377814225,0.0607560690739731
15,-1,0.0,0.0,0.0
4,0,0.10568078533145135,-0.16369917242364682,0.26937995775509815
5,1,0.1139455898850184,-0.48300412104974244,0.5969497109347608
6,2,0.11988177568470247,-0.34323165964754143,0.4631134353322439
7,3,0.12594228947076858,-0.3081381165459774,0.43408040601674597
8,4,0.1143731923502695,-0.3034043545509727,0.4177775469012422
9,5,0.12261392178289585,-0.2771818567374673,0.3997957785203632
10,6,0.1230676601620012,-0.23530236009694175,0.35837002025894293
11,7,0.11739389906153416,-0.23770914154442047,0.35510304060595466
12,8,0.12329161336854817,-0.21643385912826152,0.3397254724968097
13,9,0.13130099625112662,-0.1920300443082464,0.323331040559373
14,10,0.12317647190801569,-0.17362769292336425,0.29680416483137995
