index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,-0.08469700528146858,-0.02475148758295731,-0.059945517698511266
1,-4,0.0038520411734897114,-0.025665520591494656,0.02951756176498437
2,-3,-0.003126135199180596,0.01707214398496314,-0.020198279184143735
3,-2,0.09769899755729076,0.008036363391998761,0.08966263416529201
15,-1,0.0,0.0,0.0
4,0,0.06481175036167171,-0.4453284075010981,0.5101401578627698
5,1,-0.01771186539412649,-0.45025018014407336,0.43253831474994686
6,2,0.05084097886842191,-0.3980743689232105,0.44891534779163245
7,3,0.006571206114986577,-0.4456556267389462,0.4522268328539328
8,4,-0.05613002918253405,-0.43088261414382617,0.3747525849612921
9,5,0.011079246963636897,-0.4430589351522286,0.4541381821158655
10,6,-0.14928835663356588,-0.46385878598982366,0.3145704293562578
11,7,-0.07228093662366639,-0.4929067493336204,0.42062581270995403
12,8,-0.046063943357696445,-0.4679569868675553,0.4218930435098589
13,9,0.010842497540680677,-0.5291123804532993,0.53995487799398
14,10,-0.0872373834535207,-0.4783977999377407,0.39116041648421995
