index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.00042228309334140857,0.018834346544151975,-0.018412063450810565
1,-4,0.040504342136501906,0.055331724549900554,-0.014827382413398649
2,-3,0.043720323019369095,0.08993718468622779,-0.04621686166685869
3,-2,0.03357097514765461,0.10004865592542854,-0.06647768077777394
15,-1,0.0,0.0,0.0
4,0,-0.011232305332571513,-0.5399171844648376,0.5286848791322661
5,1,-0.03508469110514362,-0.7429989480942336,0.7079142569890899
6,2,-0.032282706762366886,-0.5998844471255088,0.5676017403631419
7,3,-0.04295030770539657,-0.5874177874386223,0.5444674797332257
8,4,-0.05802089781776786,-0.5691490279790647,0.5111281301612969
9,5,-0.04851935847408469,-0.5453655605240239,0.4968462020499392
10,6,-0.07027877680493952,-0.5211056870522931,0.45082691024735355
11,7,-0.06905340955619073,-0.5326804059651186,0.46362699640892785
12,8,-0.0905104420924933,-0.5213227488660765,0.43081230677358323
13,9,-0.09002518156740992,-0.5216118091545275,0.43158662758711763
14,10,-0.1214650026708619,-0.5018202087319386,0.38035520606107664
