index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.020475082283148316,-0.0009639074116502628,0.02143898969479858
1,-4,0.042840034149423376,0.06634562026420338,-0.02350558611478
2,-3,0.0654577826693404,0.11347059589991686,-0.04801281323057646
3,-2,0.06422114077725107,0.1471036580473127,-0.08288251727006164
15,-1,0.0,0.0,0.0
4,0,0.08153927630623255,-0.48799660707333165,0.5695358833795642
5,1,0.08098363022686358,-0.7123846511355875,0.7933682813624511
6,2,0.08136595019415474,-0.5813616983967035,0.6627276485908582
7,3,0.07709965451897523,-0.5676085459253641,0.6447082004443394
8,4,0.0661009902124541,-0.5427159867981473,0.6088169770106013
9,5,0.07022475363314644,-0.5277557736654663,0.5979805272986127
10,6,0.056733546060709523,-0.5100827592190645,0.5668163052797741
11,7,0.06706455246687071,-0.5236042597058072,0.5906688121726779
12,8,0.03380967951398495,-0.5235084588194833,0.5573181383334682
13,9,0.03556298587367993,-0.5528886324437174,0.5884516183173973
14,10,0.0010147479724139069,-0.521924804471462,0.5229395524438758
