index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.07717522352896407,-0.03897413914815514,0.1161493626771192
1,-4,0.06725122017479371,0.003445540668853942,0.06380567950593977
2,-3,0.021582819393143656,0.0457338190977376,-0.02415099970459394
3,-2,0.04284311427194344,0.016824831980109554,0.026018282291833887
15,-1,0.0,0.0,0.0
4,0,-0.023399729517194524,-0.3476946110715335,0.32429488155433894
5,1,-0.02397273542270451,-0.6499583895869644,0.6259856541642599
6,2,-0.0323062378730156,-0.5610471856801078,0.5287409478070922
7,3,0.0015624364953573193,-0.519389562624304,0.5209519991196614
8,4,0.005212728418569107,-0.5032585104501327,0.5084712388687018
9,5,-0.031804335411892995,-0.5012128375097324,0.46940850209783946
10,6,-0.03976082537481025,-0.5096255633884202,0.46986473801361
11,7,-0.06738517844623473,-0.5065657864373265,0.4391806079910918
12,8,-0.08440676659190294,-0.4825297165752867,0.39812294998338377
13,9,-0.09134203048409924,-0.5060872260502279,0.4147451955661287
14,10,-0.14247349675912166,-0.5099616647862161,0.3674881680270944
