index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.050176585034091385,-0.014390856345883923,0.0645674413799753
1,-4,0.05161484341062326,-0.023241648731637646,0.07485649214226091
2,-3,0.05721063531024406,-0.0037029557927539644,0.06091359110299803
3,-2,0.06715697931289419,-0.019332520087059372,0.08648949939995357
15,-1,0.0,0.0,0.0
4,0,0.03492384385318378,-0.2571521479879556,0.29207599184113936
5,1,0.04064831109887429,-0.5609785599948792,0.6016268710937536
6,2,0.042031280756502885,-0.43281700370692544,0.4748482844634283
7,3,0.04554428922173611,-0.4021960507789136,0.4477403400006497
8,4,0.036314558866278907,-0.3896155189132051,0.425930077779484
9,5,0.028118675883363923,-0.365645501408555,0.3937641772919189
10,6,0.02352766515023738,-0.35310387811187066,0.376631543262108
11,7,0.010574503053273903,-0.36271773344162217,0.37329223649489607
12,8,-0.0070803513718976155,-0.34112547943013444,0.33404512805823683
13,9,0.022974766240111192,-0.31011216287763954,0.33308692911775073
14,10,-0.008019281141178574,-0.3182418284714805,0.31022254733030197
