index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.037758194527941366,-0.010541978795150371,0.048300173323091736
1,-4,0.04878765346503333,0.001168066014516896,0.047619587450516435
2,-3,0.05833781777975306,0.013417290641850169,0.04492052713790289
3,-2,0.06062649184516418,0.003852367096804445,0.05677412474835974
15,-1,0.0,0.0,0.0
4,0,0.05195315648836081,-0.21927440908156431,0.2712275655699251
5,1,0.05329489796966757,-0.5564135135405915,0.6097084115102591
6,2,0.05100723520005921,-0.4448961295052973,0.4959033647053565
7,3,0.053754439100678404,-0.40603787923503715,0.45979231833571554
8,4,0.043367982957016764,-0.39232012341495487,0.43568810637197164
9,5,0.040409307423059565,-0.3752110013818892,0.4156203088049487
10,6,0.040599414495143794,-0.35175856670953964,0.39235798120468346
11,7,0.04289497228304118,-0.34265290855640707,0.38554788083944824
12,8,0.051188185836748605,-0.3230045582561988,0.3741927440929474
13,9,0.0491080861061955,-0.3037044975800646,0.3528125836862601
14,10,0.04323058576983291,-0.2891462660713946,0.3323768518412275
