index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,-0.008054968640612734,0.03086705576394374,-0.03892202440455647
1,-4,0.040934311346979405,0.04964538074730713,-0.008711069400327724
2,-3,0.045193694198917216,0.04572456444195165,-0.0005308702430344356
3,-2,0.05609639084843135,0.03435963876242994,0.021736752086001412
15,-1,0.0,0.0,0.0
4,0,0.06442108769749605,-0.4715527435831838,0.5359738312806799
5,1,0.08876184628972514,-0.43730654355024157,0.5260683898399667
6,2,0.0963633381820726,-0.37988320626870553,0.47624654445077813
7,3,0.04448109720740827,-0.39411966368427587,0.43860076089168415
8,4,0.07455708217231198,-0.3602360143464888,0.43479309651880077
9,5,0.1962653366707642,-0.37331289486620833,0.5695782315369725
10,6,0.13759184546280506,-0.37184385058203084,0.5094356960448359
11,7,0.1104581889859698,-0.3754914251218433,0.4859496141078131
12,8,0.09722596491920144,-0.35887505705777284,0.4561010219769743
13,9,0.1415856882006582,-0.4008667068457936,0.5424523950464518
14,10,0.1575205677383546,-0.363393075419293,0.5209136431576475
