index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.022387527725117592,-0.013616071605302605,0.036003599330420195
1,-4,0.006643508113902369,-0.009873736265816311,0.01651724437971868
2,-3,0.03604565983322382,-0.027708347546177407,0.06375400737940122
3,-2,0.037090117145451684,-0.05208507634791821,0.08917519349336989
15,-1,0.0,0.0,0.0
4,0,-0.02767678180465774,-0.6588854930413147,0.631208711236657
5,1,-0.019374800689986177,-0.8286546284978306,0.8092798278078444
6,2,-0.017270627599158928,-0.7278684587722817,0.7105978311731227
7,3,-0.007739000882139089,-0.696968744834561,0.6892297439524219
8,4,-0.024151677456540635,-0.6801232399923861,0.6559715625358454
9,5,-0.030072966414120078,-0.652343917806514,0.622270951392394
10,6,-0.014603925174463886,-0.6368186316778438,0.62221470650338
11,7,-0.018487060077897122,-0.624025894306388,0.6055388342284909
12,8,-0.033766941013076625,-0.6154621047876727,0.5816951637745961
13,9,-0.017349470345430197,-0.5862329091191347,0.5688834387737045
14,10,-0.052031935397306946,-0.5867161216004941,0.5346841862031871
