index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,-0.02633618684865066,0.03913667564148219,-0.06547286249013284
1,-4,-0.051153915253887156,0.043996277722196254,-0.0951501929760834
2,-3,-0.010812260504834397,0.045274154242318766,-0.05608641474715316
3,-2,-0.009259046710539424,0.026696691548894095,-0.03595573825943352
15,-1,0.0,0.0,0.0
4,0,-0.023851472466306874,-0.6155206217248842,0.5916691492585773
5,1,-0.015528609044276477,-0.7853737217108012,0.7698451126665248
6,2,-0.015673969829864763,-0.6722505909866852,0.6565766211568204
7,3,-0.005436477062592166,-0.656839436051858,0.6514029589892658
8,4,-0.017096651836540987,-0.6352712546586866,0.6181746028221456
9,5,-0.014313762144696476,-0.6060286630828827,0.5917149009381862
10,6,-0.015346789139464787,-0.5896901270683396,0.5743433379288748
11,7,-0.024336680573243282,-0.5773993949786943,0.5530627144054511
12,8,-0.029823753719358238,-0.5642796630501995,0.5344559093308413
13,9,-0.01672969057738735,-0.5472979404514476,0.5305682498740603
14,10,-0.03359764689477642,-0.537300598255955,0.5037029513611786
