index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.09008110273483001,0.004252841071736091,0.08582826166309392
1,-4,0.13992084114117087,0.04106142250474649,0.09885941863642439
2,-3,0.1485243618264183,-0.006368561334165291,0.1548929231605836
3,-2,0.2109725201334367,-0.060506103125765445,0.27147862325920213
15,-1,0.0,0.0,0.0
4,0,0.14029649618585827,-0.6607653720493728,0.8010618682352311
5,1,0.15100144445166144,-0.7813778194261631,0.9323792638778245
6,2,0.14558653652657272,-0.707795180342931,0.8533817168695037
7,3,0.15032654474979232,-0.7063288304124546,0.856655375162247
8,4,0.1644770655955652,-0.6963556473385756,0.8608327129341408
9,5,0.14871755519719418,-0.6662013865760307,0.8149189417732249
10,6,0.11816359203842317,-0.6945004402031691,0.8126640322415923
11,7,0.1350511875518404,-0.6737911606280466,0.808842348179887
12,8,0.08089088198679861,-0.6811281769227225,0.7620190589095212
13,9,0.12130542086166901,-0.6089721958318405,0.7302776166935094
14,10,0.08946567498989977,-0.5963936838870386,0.6858593588769384
