index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.012794261110736423,-0.014791085745270393,0.027585346856006818
1,-4,0.05271272910829498,0.026681281113849053,0.026031447994445924
2,-3,0.049383939274713705,0.027439917559996176,0.02194402171471753
3,-2,0.048076575714719606,0.04326245880497109,0.004814116909748513
15,-1,0.0,0.0,0.0
4,0,0.061475613011590734,-0.1832990979334559,0.24477471094504663
5,1,0.06322984089639634,-0.48500657023560484,0.5482364111320012
6,2,0.06107430283247011,-0.37162566884876586,0.432699971681236
7,3,0.06723071300872693,-0.32608847867369917,0.39331919168242613
8,4,0.054290983741101174,-0.31614083160676865,0.37043181534786984
9,5,0.06035617466108413,-0.3020044458193671,0.3623606204804512
10,6,0.06652188507464932,-0.2734815112238732,0.3400033962985225
11,7,0.07004793016396019,-0.2545992226493118,0.32464715281327194
12,8,0.09995033041516005,-0.23910880933303916,0.33905913974819923
13,9,0.09085061045466898,-0.24124115194317214,0.3320917623978411
14,10,0.10115215837900715,-0.21151740094859958,0.31266955932760676
