index,event_time,percentage_coef_m,percentage_coef_w,child_penalty
0,-5,0.0070570913890401436,0.03090842093980557,-0.023851329550765424
1,-4,0.034104462236919465,0.029541422718791874,0.004563039518127591
2,-3,0.047613952731957,0.0547854114472133,-0.007171458715256297
3,-2,0.017018539651688137,0.04915371125207714,-0.032135171600389006
15,-1,0.0,0.0,0.0
4,0,-0.030428890303664136,-0.509166739136701,0.4787378488330368
5,1,-0.07051178673891902,-0.643523495527689,0.57301170878877
6,2,-0.053206114740875804,-0.5115487336661542,0.4583426189252784
7,3,-0.07479769944702903,-0.452192286436952,0.37739458698992295
8,4,-0.116475233263386,-0.39764175197477825,0.28116651871139225
9,5,-0.04452646299355338,-0.3390049582413512,0.2944784952477978
10,6,-0.08048971426196742,-0.330260338971003,0.24977062470903555
11,7,-0.1212524049520073,-0.37964507770602296,0.2583926727540157
12,8,-0.14598544324586635,-0.4073102169668431,0.26132477372097673
13,9,-0.1662764756509774,-0.3956841762385814,0.22940770058760399
14,10,-0.18433722521679263,-0.35141001191725557,0.16707278670046294
